매출일자,상품명,수량,판매금액
2021-02-03,우리아이입안애비빔간장,1,6000
2021-02-03,무농약이상,1,2300
2021-02-03,유기농밤고구마,1,6960
2021-02-03,무항생제냉장한우구이혼합세트,1,295017
2021-02-03,강원도황태채오징어세트,1,75989
2021-02-03,울릉도심층수,1,2300
2021-02-03,무농약이상,1,2200
2021-02-03,무농약이상,1,2000
2021-02-03,유기농석류,1,1250
2021-02-03,해물한끼,1,1400
2021-02-03,감자라면,1,1600
2021-02-03,섬유샴푸,1,11000
2021-02-03,정직선별실속사과,1,8900
2021-02-03,한우불고기,1,18800
2021-02-03,미담,1,4100
2021-02-03,혼합잡곡수다밥,2,5200
2021-02-03,한우불고기볶음밥,1,6100
2021-02-03,가마솥방식으로지은곤드레나물밥,1,5400
2021-02-03,동물복지유정란,2,14800
2021-02-03,제주마음우유,1,3400
2021-02-03,우리밀물만두,1,5900
2021-02-03,유기농순쌀떡뻥,1,2280
2021-02-03,통살치킨안심가스,1,5200
2021-02-03,유기농한입요거트블루베리칩,1,3900
2021-02-03,우리밀로만든두부스낵,1,2350
2021-02-03,아몬드쿠키,2,7900
2021-02-03,우리콩청국장,2,8760
2021-02-03,정직선별노지감귤,1,9900
2021-02-03,자유방목동물복지유정란,1,9300
2021-02-03,유기농생아보카도,1,10900
2021-02-03,무농약이상,1,2250
2021-02-03,유기농표고버섯,1,4000
2021-02-03,무농약이상,1,4000
2021-02-03,무농약이상,1,2600
2021-02-03,무농약맛타리버섯,1,1180
2021-02-03,무농약이상,1,3500
2021-02-03,무농약콩나물,1,1250
2021-02-03,유기농콩으로키운콩나물,1,1900
2021-02-03,정직선별착한배,1,10900
2021-02-03,통째로짜낸포도,1,1400
2021-02-03,유기농쌀로빚은전통식혜,1,6750
2021-02-03,유기농실파,1,2850
2021-02-03,곰돌이,1,1550
2021-02-03,쌀조청,1,7800
2021-02-03,미담,1,4100
2021-02-03,유기농식용유,1,9900
2021-02-03,무농약이상,1,2000
2021-02-03,무농약이상,1,4000
2021-02-03,까나리액젓,1,8900
2021-02-03,무농약이상,1,3200
2021-02-03,무농약맛타리버섯,1,1180
2021-02-03,무농약이상,1,2600
2021-02-03,유기농표고버섯,2,8000
2021-02-03,무농약이상,2,5000
2021-02-03,무농약이상,1,3500
2021-02-03,유기농현미식초,1,5900
2021-02-03,구운유정란,1,6800
2021-02-03,구운파래김,1,3800
2021-02-03,무항생제한돈앞다리찌개용,1,6980
2021-02-03,자유방목동물복지유정란,1,9300
2021-02-03,제주마음우유,1,3400
2021-02-03,아르테미스유기농시나몬파우더,1,7500
2021-02-03,국내산토마토로만든정직한케첩,1,8660
2021-02-03,부침이두부,1,2510
2021-02-03,정직선별착한사과세트,2,76940
2021-02-03,정직선별실속사과,1,8580
2021-02-03,옛날삼겹살,1,11860
2021-02-03,마카다미아,2,16780
2021-02-03,광양식소불고기,1,9550
2021-02-03,유기농가평잣,1,34800
2021-02-03,무농약이상,1,2250
2021-02-03,정직선별노지감귤,1,9900
2021-02-03,무농약진주설향딸기,1,10900
2021-02-03,유기농비트주스100,2,16800
2021-02-03,유기농콩으로키운콩나물,1,1900
2021-02-03,부침이두부,1,2600
2021-02-03,무농약한판딸기,3,29700
2021-02-03,구운유정란,2,13600
2021-02-03,무농약이상,1,2300
2021-02-03,토종씨무항생제재래닭,1,13000
2021-02-03,유기농콩으로키운콩나물,1,1900
2021-02-03,친환경삼계탕용속재료,1,4000
2021-02-03,부침이두부,2,5200
2021-02-03,착한농부제주레드향,1,16900
2021-02-03,무농약귀리,2,11800
2021-02-03,쌀조청으로만든찹쌀산자,5,44000
2021-02-03,무농약이상,1,2200
2021-02-03,우리밀왕만두,2,8600
2021-02-03,보글이두부,1,2700
2021-02-03,카레가루,1,3600
2021-02-03,참기름,1,29500
2021-02-03,대구전감,1,14000
2021-02-03,무농약이상,1,2200
2021-02-03,스파게티,1,3000
2021-02-03,감자라면,1,1600
2021-02-03,꿀유자차,1,7800
2021-02-03,무농약이상,1,6600
2021-02-03,무농약이상,1,6500
2021-02-03,유기농오분도미,1,21800
2021-02-03,무농약대추방울토마토,1,6500
2021-02-03,유기농밤고구마,1,7000
2021-02-03,무농약귀리,1,5900
2021-02-03,우유식빵,1,5230
2021-02-03,정직선별실속사과,1,8900
2021-02-03,무농약이상,1,10900
2021-02-03,유기농우육포,1,7700
2021-02-03,초록개런티껍질째먹는사과,1,17900
2021-02-03,무농약이상,1,2500
2021-02-03,무농약이상,1,2300
2021-02-03,유기농야미떡뻥,2,4960
2021-02-03,당근모닝빵,1,3180
2021-02-03,꿀한라봉차,2,7799
2021-02-03,유기농플레인요구르트,1,5499
2021-02-03,유기농쌈모음,1,2900
2021-02-03,우유식빵,1,4182
2021-02-03,무농약이상,1,2700
2021-02-03,친환경삼계탕용속재료,-1,-4000
2021-02-03,유기농콩으로키운콩나물,-1,-1900
2021-02-03,부침이두부,-2,-5200
2021-02-03,토종씨무항생제재래닭,-1,-13000
2021-02-03,무농약이상,-1,-2300
2021-02-03,토종씨무항생제재래닭,1,13000
2021-02-03,친환경삼계탕용속재료,1,4000
2021-02-03,유기농콩으로키운콩나물,1,1900
2021-02-03,부침이두부,2,5200
2021-02-03,무농약이상,1,2300
2021-02-03,무농약이상,1,4980
2021-02-03,국내산고구마전분으로만든바른당면,1,5500
2021-02-03,무항생제냉장한우구이혼합세트,1,212496
2021-02-03,뉴질랜드리저브등심스테이크,2,36549
2021-02-03,춘천식닭갈비,1,7565
2021-02-03,가마솥방식으로지은산채나물밥,1,5780
2021-02-03,무농약대추방울토마토,1,5525
2021-02-03,유기농우리가족혼합견과,1,14365
2021-02-03,동물복지유정란,1,7400
2021-02-03,유기농설탕,1,8900
2021-02-03,치즈맛통통,2,1800
2021-02-03,맛있는참치,1,3300
2021-02-03,반모두부,1,1400
2021-02-03,무농약콩으로만든순한두부,1,2500
2021-02-03,무농약이상,1,2300
2021-02-03,맛있는고등어,1,3400
2021-02-03,무농약이상,1,2600
2021-02-03,무농약팽이버섯,1,700
2021-02-03,무농약이상,1,4200
2021-02-03,정직선별실속사과,1,7562
2021-02-03,신선한유기농우유,1,4588
2021-02-03,신선한유기농우유,1,3780
2021-02-03,초코파이,1,4300
2021-02-03,무농약깻잎,1,1400
2021-02-03,무농약진주설향딸기,1,10900
2021-02-03,춘천식닭갈비,1,8900
2021-02-04,쌀조청,1,7800
2021-02-04,야채돌김자반,1,2790
2021-02-04,21곡초코롤,1,2210
2021-02-04,곰돌이,1,1480
2021-02-04,우리아이입안애사과당근음료,3,2310
2021-02-04,우리아이입안애소프트롤,1,2600
2021-02-04,우리아이입안애소프트롤,1,2600
2021-02-04,후디스유기농그릭요거트무설탕,2,5390
2021-02-04,견과바,1,6640
2021-02-04,무농약진주설향딸기,2,20970
2021-02-04,고기곰탕,1,8700
2021-02-04,우리아이입안애손질갈치살,1,9900
2021-02-04,구수한사골곰탕,1,4680
2021-02-04,우리아이입안애손질고등어살,1,9980
2021-02-04,볶음용멸치,1,8900
2021-02-04,유기농야미얼스막대사탕,1,13900
2021-02-04,동물복지삼계탕닭,1,6300
2021-02-04,간편한삼계탕용속재료,1,5900
2021-02-04,동물복지유정란,1,5300
2021-02-04,구운파래김,1,3800
2021-02-04,부침이두부,1,2600
2021-02-04,동물복지제주초란,1,4900
2021-02-04,무농약진주설향딸기,1,10900
2021-02-04,정직선별노지감귤,1,9900
2021-02-04,무농약이상,1,10900
2021-02-04,무농약이상,1,4200
2021-02-04,무농약이상,1,3980
2021-02-04,국산유기농발아보리차,1,5800
2021-02-04,무농약이상,1,2250
2021-02-04,무농약이상,1,2000
2021-02-04,천연펄프데코화장지,1,12000
2021-02-04,단팥빵,1,1980
2021-02-04,찰다시마,1,3950
2021-02-04,재료를아낌없이넣은녹두전,2,21600
2021-02-04,정성담은배,1,15900
2021-02-04,유기농바나나,1,3500
2021-02-04,재료를아낌없이넣은해물파전,2,15900
2021-02-04,무농약이상,1,10900
2021-02-04,자유방목동물복지유정란,2,13000
2021-02-04,무항생제한우산적용,1,26800
2021-02-04,정직선별노지감귤,1,9900
2021-02-04,현미카스텔라,1,4230
2021-02-04,유기농적두,2,39600
2021-02-04,유기농바나나,1,3150
2021-02-04,무농약이상,3,32700
2021-02-04,유기농바나나,1,3500
2021-02-04,스미후루순유기농바나나,2,7000
2021-02-04,무농약진주설향딸기,1,10400
2021-02-04,오리불고기,1,12410
2021-02-04,스미후루순유기농바나나,2,6680
2021-02-04,동물복지닭가슴살,2,14310
2021-02-04,유기농깻잎,1,1770
2021-02-04,참기름,1,28150
2021-02-04,깨소금,1,9070
2021-02-04,무농약대추방울토마토,1,6200
2021-02-04,무농약이상,1,4750
2021-02-04,무농약이상,1,6660
2021-02-04,무농약이상,1,4010
2021-02-04,가자미,1,15900
2021-02-04,들깨가루,1,15500
2021-02-04,고소한마요네즈,1,4500
2021-02-04,유기농발아참기름,1,8800
2021-02-04,유기농밥알없이맑은식혜,1,1800
2021-02-04,동물복지유정란,1,7400
2021-02-04,치즈맛통통,1,900
2021-02-04,미니초코웨하스,2,3800
2021-02-04,무농약이상,1,4980
2021-02-04,발아통밀부침가루,1,3300
2021-02-04,무농약이상,1,3400
2021-02-04,정직선별노지감귤,1,9900
2021-02-04,제주마음우유,1,3400
2021-02-04,찰옥수수강냉이,1,3000
2021-02-04,리얼칩스감자,1,2900
2021-02-04,리얼칩스김,1,2900
2021-02-04,리얼칩스다시마,1,2900
2021-02-04,무농약콩나물,1,1250
2021-02-04,핫케이크가루,2,12200
2021-02-04,정직선별노지감귤,1,9900
2021-02-04,제주마음우유,1,3400
2021-02-04,상하목장유기농딸기우유,1,2640
2021-02-04,유기농바나나우유,1,2640
2021-02-04,동물복지제주초란,1,4900
2021-02-04,구운파래김,1,3800
2021-02-04,우리밀진간장,1,7980
2021-02-04,무농약대추방울토마토,1,6500
2021-02-04,쌍화차,1,9750
2021-02-04,꿀한라봉차,2,7800
2021-02-04,무농약콩나물,-1,-1250
2021-02-04,무농약콩나물,1,1250
2021-02-04,한우사골곰탕,3,9000
2021-02-04,유기농바나나,1,3500
2021-02-04,무농약이상,1,2200
2021-02-04,동물복지닭날개,1,6800
2021-02-04,무농약이상,1,2600
2021-02-04,무농약이상,1,6980
2021-02-04,무농약한판딸기,1,9900
2021-02-04,자유방목동물복지유정란,1,6500
2021-02-04,무농약이상,1,5650
2021-02-04,무농약진주설향딸기,1,10900
2021-02-04,곰돌이,1,1550
2021-02-04,무농약이상,2,5000
2021-02-04,무농약맛타리버섯,1,1180
2021-02-04,초코칩쿠키,1,3300
2021-02-04,부셔먹는라면스낵,3,4200
2021-02-04,유기농발아참기름,1,8800
2021-02-04,돌돌삼겹살,1,12500
2021-02-04,유기농쌀눈쌀스낵,1,2500
2021-02-04,생선가스,1,7150
2021-02-04,유기농다진마늘,1,4900
2021-02-04,아이스콤보,6,10800
2021-02-04,미니초코웨하스,1,1900
2021-02-04,미니바닐라웨하스,1,1700
2021-02-04,미니딸기웨하스,1,1700
2021-02-04,유기농플레인요구르트,2,11000
2021-02-04,꿀카스텔라,2,5510
2021-02-04,착한농부한라봉,1,14500
2021-02-04,무농약콩나물,1,1250
2021-02-04,무농약이상,1,3400
2021-02-04,돌돌삼겹살,2,25000
2021-02-04,무농약이상,1,3980
2021-02-04,무농약이상,1,2700
2021-02-04,무농약이상,2,5400
2021-02-04,무농약이상,1,2300
2021-02-04,유기농생아보카도,1,10900
2021-02-04,무농약이상,1,2700
2021-02-04,유기농콩으로키운콩나물,1,1900
2021-02-04,부침이두부,2,5200
2021-02-04,유기농순수감귤,1,7900
2021-02-04,무농약이상,1,2500
2021-02-04,무농약이상,1,2000
2021-02-04,우리아이입안애계육다짐육,1,11800
2021-02-04,무농약이상,1,3000
2021-02-04,쌀눈쌀우리아이유기농쌀가루,1,7400
2021-02-04,유기농야미떡뻥,1,2480
2021-02-04,무농약새송이버섯,1,2600
2021-02-04,무농약양송이버섯,1,4980
2021-02-04,무농약대추방울토마토,1,6500
2021-02-04,오이피클,1,5980
2021-02-04,착한농부제주레드향,1,16900
2021-02-04,무농약이상,1,4200
2021-02-04,무농약이상,1,6980
2021-02-04,착한농부한라봉,1,14500
2021-02-04,무농약도라지청,1,29500
2021-02-04,프리미엄아카시아꿀,1,16000
2021-02-04,무농약이상,1,2250
2021-02-04,신선한유기농우유,1,5400
2021-02-04,순수망고칩,1,3500
2021-02-04,유기농골든퀸,1,13500
2021-02-04,미담,1,4100
2021-02-04,유기농쌈케일,1,1520
2021-02-04,무농약이상,1,1900
2021-02-04,우리밀로만든생칼국수면,1,4460
2021-02-04,무농약이상,1,2090
2021-02-04,무농약이상,1,2560
2021-02-04,부침이두부,1,2470
2021-02-04,무농약이상,1,7600
2021-02-04,유기농순수감귤,1,7500
2021-02-04,무농약이상,1,3790
2021-02-04,무농약이상,1,3990
2021-02-04,보글이두부,1,2700
2021-02-04,무농약이상,1,2700
2021-02-04,무농약이상,1,2300
2021-02-04,무농약이상,1,3400
2021-02-04,유기농콩으로키운콩나물,1,1900
2021-02-04,보글이두부,1,2700
2021-02-04,국내산무농약콩으로만든연한두부,1,2100
2021-02-04,무농약이상,1,2200
2021-02-04,무농약이상,1,2000
2021-02-04,무농약이상,1,3900
2021-02-04,동물복지제주유정란,1,5500
2021-02-04,우리아이입안애닭안심살,1,7500
2021-02-04,무농약이상,1,4200
2021-02-04,무농약이상,1,2000
2021-02-04,무농약이상,1,2500
2021-02-04,무항생제한우국거리용조각,1,19800
2021-02-05,정직선별단감,1,7900
2021-02-05,아름다과종합유과,1,2200
2021-02-05,정직선별초록사과,1,9500
2021-02-05,유기농야미떡뻥,1,2480
2021-02-05,무농약진주설향딸기,1,10900
2021-02-05,무농약이상,1,2500
2021-02-05,부침이두부,3,7800
2021-02-05,동물복지유정란,1,5300
2021-02-05,보리새우,1,4980
2021-02-05,무농약진주설향딸기,2,21800
2021-02-05,삼계탕,1,12500
2021-02-05,무농약이상,1,2250
2021-02-05,우리아이입안애손질삼치살,1,9900
2021-02-05,무농약이상,1,2600
2021-02-05,무농약이상,1,6980
2021-02-05,유기농하이아미,1,25300
2021-02-05,뉴질랜드리저브채끝스테이크,1,12870
2021-02-05,혼합유산균,2,30350
2021-02-05,뉴질랜드등심스테이크,1,13900
2021-02-05,동물복지제주유정란,1,5500
2021-02-05,국내산무농약콩으로만든연한두부,1,2100
2021-02-05,구운유정란,2,13600
2021-02-05,국내산무농약콩으로만든연한두부,3,6300
2021-02-05,정직선별착한사과세트,1,39900
2021-02-05,정직선별단감,2,15800
2021-02-05,자유방목동물복지유정란,2,13000
2021-02-05,무농약이상,1,4980
2021-02-05,무농약이상,1,2350
2021-02-05,무농약깐마늘,1,3100
2021-02-05,무농약한판딸기,2,18620
2021-02-05,유기수산거금도찰미역,1,4040
2021-02-05,부침이두부,1,2440
2021-02-05,보글이두부,1,2540
2021-02-05,착한농부제주레드향,1,15890
2021-02-05,무농약귀리,2,11800
2021-02-05,정직선별반건시,1,9800
2021-02-05,메밀가루,1,9600
2021-02-05,자유방목동물복지유정란,2,18600
2021-02-05,유기농순수설향딸기,2,21800
2021-02-05,스미후루순유기농바나나,2,7000
2021-02-05,무농약진주설향딸기,2,21300
2021-02-05,치즈돈가스,1,9170
2021-02-05,통살등심돈가스,1,8110
2021-02-05,유기농노니주스100,2,64480
2021-02-05,무농약찹쌀,1,16120
2021-02-05,무농약이상,1,7820
2021-02-05,무농약이상,1,4980
2021-02-05,무농약이상,1,2300
2021-02-05,유기농쌈케일,1,1600
2021-02-05,무농약이상,1,2300
2021-02-05,무농약이상,1,5000
2021-02-05,유기농순수감귤,1,7900
2021-02-05,아침에쌀국수,1,4000
2021-02-05,무농약이상,1,2300
2021-02-05,우리밀로만든만두피,1,3000
2021-02-05,유기농바나나,1,3500
2021-02-05,유기농순쌀떡뻥,1,2280
2021-02-05,유기농쌀눈쌀과자,1,2800
2021-02-05,무농약이상,1,8000
2021-02-05,무농약콩나물,2,2500
2021-02-05,초코파이,1,4300
2021-02-05,제주유기농우유,1,4700
2021-02-05,유기농이오,1,1950
2021-02-05,치즈맛통통,1,900
2021-02-05,유기농밀크초콜릿,1,3300
2021-02-05,착한농부제주레드향,1,16900
2021-02-05,치즈롤빵,1,2700
2021-02-05,동물복지유정란,1,5300
2021-02-05,부침이두부,1,2600
2021-02-05,자유방목동물복지유정란,1,6497
2021-02-05,데굴데굴구슬ice,1,2599
2021-02-05,소보루빵,1,1184
